key_uid,key_descriptor,key_vocabulary,relationship_type,related_uid,related_descriptor,related_vocabulary
18343395,Pasir Panjang 1,_Geographics,NT,18347362,Neo Pee Teck Lane,_Geographics
18343395,Pasir Panjang 1,_Geographics,NT,18348718,Pasir Panjang Road No. 222 to 240,_Geographics
18343395,Pasir Panjang 1,_Geographics,NT,18347332,Zehnder Road,_Geographics
18343395,Pasir Panjang 1,_Geographics,BT,18343083,Queenstown,_Geographics
18343396,Pasir Panjang 2,_Geographics,UF,18347276,Pasir Panjang 2 Sub Zone,_Geographics
18343396,Pasir Panjang 2,_Geographics,UF,18347277,Pasir Panjang 2 Subzone,_Geographics
18343396,Pasir Panjang 2,_Geographics,UF,18347274,Pasir Panjang II,_Geographics
18343396,Pasir Panjang 2,_Geographics,UF,18343843,Pasir Panjang II Sub Zone,_Geographics
18343396,Pasir Panjang 2,_Geographics,UF,18343844,Pasir Panjang II Subzone,_Geographics
18343396,Pasir Panjang 2,_Geographics,UF,18347275,Pasir Panjang Two,_Geographics
18343396,Pasir Panjang 2,_Geographics,UF,18347278,Pasir Panjang Two Sub Zone,_Geographics
18343396,Pasir Panjang 2,_Geographics,UF,18347279,Pasir Panjang Two Subzone,_Geographics
18343396,Pasir Panjang 2,_Geographics,NT,18346251,Alexandra Road,_Geographics
18343396,Pasir Panjang 2,_Geographics,NT,18347298,Chwee Chian View,_Geographics
18343396,Pasir Panjang 2,_Geographics,NT,18347301,Jalan Mat Jambol,_Geographics
18343396,Pasir Panjang 2,_Geographics,NT,18347303,Jalan Pelepah,_Geographics
18343396,Pasir Panjang 2,_Geographics,NT,18347025,Keppel Road,_Geographics
18343396,Pasir Panjang 2,_Geographics,NT,18347306,Labrador Villa Road,_Geographics
18343396,Pasir Panjang 2,_Geographics,NT,18347307,Lorong Sarhad,_Geographics
18343396,Pasir Panjang 2,_Geographics,NT,18347308,Lorong Sari,_Geographics
18343396,Pasir Panjang 2,_Geographics,NT,18347311,Pepys Road,_Geographics
18343396,Pasir Panjang 2,_Geographics,NT,18347370,South Buona Vista Road,_Geographics
18343396,Pasir Panjang 2,_Geographics,NT,18347327,Vista Terrace,_Geographics
18343396,Pasir Panjang 2,_Geographics,NT,18347330,Yew Siang Road,_Geographics
18343396,Pasir Panjang 2,_Geographics,BT,18343083,Queenstown,_Geographics
18348116,Pasir Panjang Battle Site,_Geographics,RT,18348096,Kent Ridge Park,_Geographics
18543990,Pasir Panjang Beach Road Market Vegetables & Fruits Dealers' Association (Singapore),_Organisations,Predecessor,18538975,Beach Road Market Vegetables and Fruits Dealers' Association,_Organisations
18342618,Pasir Panjang Ferry Terminal,_GeoBuildings,na,na,na,na
18532911,Pasir Panjang Indian Muslim Association,_Organisations,Successor,18532912,United Indian Muslim Association,_Organisations
18598535,Pasir Panjang Power Station,_GeoBuildings,na,na,na,na
18348718,Pasir Panjang Road No. 222 to 240,_Geographics,UF,18348029,Pasir Panjang Village,_Geographics
18348718,Pasir Panjang Road No. 222 to 240,_Geographics,BT,18343395,Pasir Panjang 1,_Geographics
18620559,Pasir Panjang Secondary School,_Organisations,na,na,na,na
18612383,Pasir Panjang Terminal,_GeoBuildings,na,na,na,na
18343144,Pasir Ris,_Geographics,UF,18343148,Pasir Ris Planning Area,_Geographics
18343144,Pasir Ris,_Geographics,NT,18343685,Loyang East,_Geographics
18343144,Pasir Ris,_Geographics,NT,18343682,Loyang West,_Geographics
18343144,Pasir Ris,_Geographics,NT,18343673,Pasir Ris Central (Subzone),_Geographics
18343144,Pasir Ris,_Geographics,NT,18343676,Pasir Ris Drive (Subzone),_Geographics
18343144,Pasir Ris,_Geographics,NT,18343667,Pasir Ris Wafer Fab Park,_Geographics
18343144,Pasir Ris,_Geographics,RT,18348664,Passier Reis,_Geographics
18663275,Pasir Ris Beach Hotel,_GeoBuildings,UF,18663276,Pasir Ris Hotel,_GeoBuildings
18663275,Pasir Ris Beach Hotel,_GeoBuildings,RT,18348389,Pasir Ris Park,_Geographics
18343673,Pasir Ris Central (Subzone),_Geographics,UF,18595957,Pasir Ris Central Sub Zone,_Geographics
18343673,Pasir Ris Central (Subzone),_Geographics,UF,18343675,Pasir Ris Town Sub Zone,_Geographics
18343673,Pasir Ris Central (Subzone),_Geographics,NT,18347620,Elias Green,_Geographics
18343673,Pasir Ris Central (Subzone),_Geographics,NT,18347622,Elias Terrace,_Geographics
18343673,Pasir Ris Central (Subzone),_Geographics,BT,18343144,Pasir Ris,_Geographics
18488339,Pasir Ris Crest Secondary School,_Organisations,na,na,na,na
18343676,Pasir Ris Drive (Subzone),_Geographics,UF,18343678,Pasir Ris Drive Sub Zone,_Geographics
18343676,Pasir Ris Drive (Subzone),_Geographics,BT,18343144,Pasir Ris,_Geographics
18348389,Pasir Ris Park,_Geographics,RT,18663275,Pasir Ris Beach Hotel,_GeoBuildings
18338818,Pasir Ris Polyclinic,_Organisations,na,na,na,na
18488175,Pasir Ris Primary School,_Organisations,na,na,na,na
18580918,Pasir Ris Public Library,_Organisations,UF,18605226,Pasir Ris Community Library,_Organisations
18342645,Pasir Ris Public Library (Place),_GeoBuildings,UF,18343045,Pasir Ris Community Library,_GeoBuildings
18488340,Pasir Ris Secondary School,_Organisations,na,na,na,na
18348380,Pasir Ris Town Park,_Geographics,RT,18663277,Golden Palace Holiday Resort,_GeoBuildings
18663268,Pasir Ris Village,_Geographics,UF,18663269,Kampong Elias,_Geographics
18343667,Pasir Ris Wafer Fab Park,_Geographics,UF,18595961,Pasir Ris Wafer Fab Park Sub Zone,_Geographics
18343667,Pasir Ris Wafer Fab Park,_Geographics,UF,18595960,Pasir Ris Wafer Fab Park Subzone,_Geographics
18343667,Pasir Ris Wafer Fab Park,_Geographics,NT,18347701,Lorong Halus,_Geographics
18343667,Pasir Ris Wafer Fab Park,_Geographics,BT,18343144,Pasir Ris,_Geographics
18348664,Passier Reis,_Geographics,RT,18343144,Pasir Ris,_Geographics
18586162,"Passmore, Jacki",_People,UF,18586163,Jacki Passmore,_People
18556989,Pasuni Maulan,_People,UF,18556988,Pasuni bin Maulan,_People
18544752,Pat Wo Wui Kun (Association),_Organisations,na,na,na,na
18551261,"Patel, Rutton",_People,UF,18603841,Rutton M. H. Patel,_People
18551261,"Patel, Rutton",_People,UF,18551262,Rutton Patel,_People
18343410,Paterson,_Geographics,UF,18596058,Paterson Sub Zone,_Geographics
18343410,Paterson,_Geographics,UF,18343928,Paterson Subzone,_Geographics
18343410,Paterson,_Geographics,NT,18345877,Grange Road,_Geographics
18343410,Paterson,_Geographics,NT,18346177,Lengkok Angsa,_Geographics
18343410,Paterson,_Geographics,NT,18345906,Orchard Boulevard,_Geographics
18343410,Paterson,_Geographics,BT,18343179,River Valley,_Geographics
18590416,"Paterson, Simons & Co.",_Organisations,na,na,na,na
18583740,Pathlight School,_Organisations,RT,18583741,Autism Resource Centre (Singapore),_Organisations
18659653,Patimah Jaludin,_People,UF,18659655,Patimah bte Jaludin,_People
18659653,Patimah Jaludin,_People,UF,18659654,Rosemala,_People
18658421,"Paul, Anju Mary",_People,UF,18658422,Anju Mary Paul,_People
18663645,"Paul, Freda M.",_People,UF,18663646,Freda M. Paul,_People
18541235,"Paul, Johnson",_People,UF,18550004,Johnson Davasagayam,_People
18541235,"Paul, Johnson",_People,UF,18549991,Johnson Davasagayam s/o Paul T,_People
18541235,"Paul, Johnson",_People,UF,18594033,Johnson Paul,_People
18662581,PAVE,_Organisations,UF,18662583,Centre for Promoting Alternatives to Violence,_Organisations
18343142,Paya Lebar,_Geographics,UF,18595856,Paya Lebar Planning Area,_Geographics
18343142,Paya Lebar,_Geographics,UF,18579068,Paya Lebar (Singapore),_Geographics
18343142,Paya Lebar,_Geographics,NT,18343699,Airport Road (Subzone),_Geographics
18343142,Paya Lebar,_Geographics,NT,18343690,Paya Lebar North,_Geographics
18343142,Paya Lebar,_Geographics,NT,18343696,Paya Lebar West,_Geographics
18595551,Paya Lebar Air Base,_GeoBuildings,UF,18595553,Paya Lebar Airbase,_GeoBuildings
18595551,Paya Lebar Air Base,_GeoBuildings,UF,18595552,Paya Lebar Airport,_GeoBuildings
18540039,Paya Lebar Chinese Methodist Church,_Organisations,na,na,na,na
18587762,Paya Lebar Community Centre,_Organisations,na,na,na,na
18532535,Paya Lebar Fire Station,_GeoBuildings,na,na,na,na
18540040,Paya Lebar Methodist Church,_Organisations,na,na,na,na
18533118,Paya Lebar Methodist Girls' School,_Organisations,UF,18533517,Paya Lebar English School,_Organisations
18533118,Paya Lebar Methodist Girls' School,_Organisations,RT,18488176,Paya Lebar Methodist Girls' School (Primary),_Organisations
18533118,Paya Lebar Methodist Girls' School,_Organisations,RT,18488341,Paya Lebar Methodist Girls' School (Secondary),_Organisations
18488176,Paya Lebar Methodist Girls' School (Primary),_Organisations,UF,18533518,Paya Lebar Methodist Girls' Primary School,_Organisations
18488176,Paya Lebar Methodist Girls' School (Primary),_Organisations,UF,18533113,PLMGS(P),_Organisations
18488176,Paya Lebar Methodist Girls' School (Primary),_Organisations,UF,18533112,PLMGS (Pri),_Organisations
18488176,Paya Lebar Methodist Girls' School (Primary),_Organisations,RT,18533118,Paya Lebar Methodist Girls' School,_Organisations
18488341,Paya Lebar Methodist Girls' School (Secondary),_Organisations,UF,18534571,Paya Lebar Methodist Girls' Secondary School,_Organisations
18488341,Paya Lebar Methodist Girls' School (Secondary),_Organisations,UF,18534572,PLMGSS,_Organisations
18488341,Paya Lebar Methodist Girls' School (Secondary),_Organisations,RT,18533118,Paya Lebar Methodist Girls' School,_Organisations
18343690,Paya Lebar North,_Geographics,UF,18343691,Paya Lebar North Sub Zone,_Geographics
18343690,Paya Lebar North,_Geographics,UF,18343692,Paya Lebar North Subzone,_Geographics
18343690,Paya Lebar North,_Geographics,NT,18345006,Tampines Avenue 10,_Geographics
18343690,Paya Lebar North,_Geographics,NT,18344445,Tampines Expressway,_Geographics
18343690,Paya Lebar North,_Geographics,BT,18343142,Paya Lebar,_Geographics
18342057,Paya Lebar Office Centre,_GeoBuildings,na,na,na,na
18343696,Paya Lebar West,_Geographics,UF,18343697,Paya Lebar West Sub Zone,_Geographics
18343696,Paya Lebar West,_Geographics,UF,18343698,Paya Lebar West Subzone,_Geographics
18343696,Paya Lebar West,_Geographics,BT,18343142,Paya Lebar,_Geographics
18604361,Pe Nyunt Way,_People,na,na,na,na
18346059,Peach Garden,_Geographics,na,na,na,na
18577074,Pearl Bank Apartments,_GeoBuildings,na,na,na,na
18545966,Pearl Bank School,_Organisations,RT,18534047,Pearl Park Primary School,_Organisations
18348859,Pearl Bridge,_Geographics,na,na,na,na
18591044,"Pearl, James",_People,UF,18591045,James Pearl,_People
18534047,Pearl Park Primary School,_Organisations,RT,18545965,Park Road School,_Organisations
18534047,Pearl Park Primary School,_Organisations,RT,18545966,Pearl Bank School,_Organisations
18534047,Pearl Park Primary School,_Organisations,RT,18534046,Pearl's Hill School,_Organisations
18348381,Pearl's Hill City Park,_Geographics,na,na,na,na
18348603,Pearl's Hill Reservoir,_Geographics,na,na,na,na
18534046,Pearl's Hill School,_Organisations,UF,18534300,Pearl's Hill Primary School,_Organisations
18534046,Pearl's Hill School,_Organisations,RT,18534047,Pearl Park Primary School,_Organisations
18534046,Pearl's Hill School,_Organisations,Predecessor,18534049,Cross Street School,_Organisations
18343405,Pearl's Hill (Subzone),_Geographics,UF,18343916,Pearl's Hill Sub Zone,_Geographics
18343405,Pearl's Hill (Subzone),_Geographics,NT,18346137,Eu Tong Sen Street,_Geographics
18343405,Pearl's Hill (Subzone),_Geographics,NT,18346105,Havelock Road,_Geographics
18343405,Pearl's Hill (Subzone),_Geographics,NT,18347043,Jalan Kukoh,_Geographics
18343405,Pearl's Hill (Subzone),_Geographics,NT,18347044,Jalan Minyak,_Geographics
18343405,Pearl's Hill (Subzone),_Geographics,NT,18347051,Outram Hill,_Geographics
18343405,Pearl's Hill (Subzone),_Geographics,NT,18346138,Outram Park,_Geographics
18343405,Pearl's Hill (Subzone),_Geographics,NT,18346139,Outram Road,_Geographics
18343405,Pearl's Hill (Subzone),_Geographics,BT,18343178,Outram,_Geographics
18663591,"Pearson, H. F.",_People,UF,18663592,H. F. Pearson,_People
18345909,Peck Hay Road,_Geographics,UF,18348530,Wipeckhay Road,_Geographics
18345909,Peck Hay Road,_Geographics,BT,18343903,Cairnhill,_Geographics
18534017,Peck Seah Primary School,_Organisations,RT,18534013,Yeung Ching School,_Organisations
18486646,Peculiar Remedies (Musical group),_Organisations,UF,18620477,High Skies,_Organisations
18486646,Peculiar Remedies (Musical group),_Organisations,UF,18620478,Pam and Them,_Organisations
18555820,"Peet, George Lamb",_People,UF,18555823,George Lamb Peet,_People
18555820,"Peet, George Lamb",_People,UF,18555822,"Peet, George L.",_People
18533940,"Peh, Chin Hua",_People,UF,18586061,Peh Chin Hua,_People
18533940,"Peh, Chin Hua",_People,UF,18586062,"Peh, Chin Hua, 1947-",_People
18540041,Peh Clan Association,_Organisations,na,na,na,na
18580170,"Peh, Joanne",_People,UF,18580171,Joanne Peh,_People
18661842,"Peh, Shing Huei",_People,na,na,na,na
18588405,"Peh, Stephanie",_People,UF,18588406,Stephanie Peh,_People
18343421,Pei Chun,_Geographics,UF,18343881,Pei Chun Sub Zone,_Geographics
18343421,Pei Chun,_Geographics,UF,18343882,Pei Chun Subzone,_Geographics
18343421,Pei Chun,_Geographics,NT,18343980,Central Expressway,_Geographics
18343421,Pei Chun,_Geographics,NT,18344717,Lorong 6 Toa Payoh,_Geographics
18343421,Pei Chun,_Geographics,NT,18344718,Lorong 7 Toa Payoh,_Geographics
18343421,Pei Chun,_Geographics,NT,18344725,Lorong 8 Toa Payoh,_Geographics
18343421,Pei Chun,_Geographics,BT,18343084,Toa Payoh,_Geographics
18488177,Pei Chun Public School,_Organisations,na,na,na,na
18533272,Pei Dao Secondary School,_Organisations,Successor,18488348,Punggol Secondary School,_Organisations
18533272,Pei Dao Secondary School,_Organisations,Predecessor,18533273,Singapore Girls' Vocational High School,_Organisations
18488178,Pei Hwa Presbyterian Primary School,_Organisations,Predecessor,18533121,Pei Hwa School,_Organisations
18533125,Pei Hwa Public School,_Organisations,RT,18488342,Pei Hwa Secondary School,_Organisations
18533121,Pei Hwa School,_Organisations,UF,18533122,Pei Hwa (Bukit Timah),_Organisations
18533121,Pei Hwa School,_Organisations,Successor,18488178,Pei Hwa Presbyterian Primary School,_Organisations
18533121,Pei Hwa School,_Organisations,Predecessor,18533123,Road End Free School,_Organisations
18488342,Pei Hwa Secondary School,_Organisations,RT,18533125,Pei Hwa Public School,_Organisations
18488179,Pei Tong Primary School,_Organisations,Predecessor,18533199,Pei Tong Public School,_Organisations
18533199,Pei Tong Public School,_Organisations,Successor,18488179,Pei Tong Primary School,_Organisations
18488343,Peicai Secondary School,_Organisations,RT,18533202,Hwi Yoh Secondary School,_Organisations
18488343,Peicai Secondary School,_Organisations,RT,18533201,Parry Secondary School,_Organisations
18488344,Peirce Secondary School,_Organisations,RT,18488258,Bishan Park Secondary School,_Organisations
18534020,Peixin Primary School,_Organisations,RT,18488234,Yishun Primary School,_Organisations
18488180,Peiying Primary School,_Organisations,Predecessor,18533203,Poi Eng Public School,_Organisations
18572285,"Pek, Cheng Chuan",_People,UF,18572284,Pek Cheng Chuan,_People
18526438,"Pek, Siok Lian",_People,UF,18533114,Bai Shulian,_People
18526438,"Pek, Siok Lian",_People,UF,18526446,Lian Pek,_People
18613539,Pekan Quarry,_Geographics,UF,18613541,Ho Man Choo Quarry,_Geographics
18613539,Pekan Quarry,_Geographics,UF,18613540,Municipal Quarry No. 1,_Geographics
18346081,Pekin Street,_Geographics,BT,18343407,China Square (Subzone),_Geographics
18346081,Pekin Street,_Geographics,RT,18348430,China Square Conservation Area,_Geographics
18589997,Peng Lai Dian (Temple),_GeoBuildings,na,na,na,na
18343290,Peng Siang,_Geographics,UF,18343291,Peng Siang Sub Zone,_Geographics
18343290,Peng Siang,_Geographics,UF,18343292,Peng Siang Subzone,_Geographics
18343290,Peng Siang,_Geographics,NT,18346529,Brickland Road,_Geographics
18343290,Peng Siang,_Geographics,NT,18346490,Choa Chu Kang Avenue 1,_Geographics
18343290,Peng Siang,_Geographics,NT,18346491,Choa Chu Kang Avenue 3,_Geographics
18343290,Peng Siang,_Geographics,NT,18346492,Choa Chu Kang Avenue 4,_Geographics
18343290,Peng Siang,_Geographics,NT,18346513,Choa Chu Kang Avenue 5,_Geographics
18343290,Peng Siang,_Geographics,NT,18346514,Choa Chu Kang Terrace,_Geographics
18343290,Peng Siang,_Geographics,NT,18346515,Choa Chu Kang Walk,_Geographics
18343290,Peng Siang,_Geographics,NT,18345219,Choa Chu Kang Way,_Geographics
18343290,Peng Siang,_Geographics,BT,18343121,Choa Chu Kang,_Geographics
18540697,"Peng, Song Toh",_People,UF,18567281,Peng Song Toh,_People
18620073,Pengkalen Investments,_Organisations,Successor,18620074,Network Foods International,_Organisations
18620073,Pengkalen Investments,_Organisations,Predecessor,18620061,Sunshine Allied Investments,_Organisations
18603968,Penguin International,_Organisations,na,na,na,na
18344905,Penhas Road,_Geographics,UF,18663392,Panhas Road,_Geographics
18344905,Penhas Road,_Geographics,BT,18343807,Lavender,_Geographics
18344905,Penhas Road,_Geographics,RT,18344898,French Road,_Geographics
18343329,Penjuru Crescent,_Geographics,UF,18598341,Penjuru Crescent Sub Zone,_Geographics
18343329,Penjuru Crescent,_Geographics,UF,18343331,Penjuru Crescent Subzone,_Geographics
18343329,Penjuru Crescent,_Geographics,NT,18346338,Jalan Buroh,_Geographics
18343329,Penjuru Crescent,_Geographics,BT,18343124,Jurong East,_Geographics
18583194,"Pennefather, Alice",_People,UF,18583196,Alice Edith Wilhemina Patterson,_People
18583194,"Pennefather, Alice",_People,UF,18583195,Alice Pennefather,_People
18583194,"Pennefather, Alice",_People,RT,18578431,"Pennefather, Annabel",_People
18583194,"Pennefather, Alice",_People,RT,18518896,"Pennefather, Lancelot Maurice",_People
18583194,"Pennefather, Alice",_People,RT,18583197,"Pennefather, Percy",_People
18578431,"Pennefather, Annabel",_People,UF,18578432,Annabel Pennefather,_People
18578431,"Pennefather, Annabel",_People,RT,18583194,"Pennefather, Alice",_People
18578431,"Pennefather, Annabel",_People,RT,18518896,"Pennefather, Lancelot Maurice",_People
18578431,"Pennefather, Annabel",_People,RT,18583197,"Pennefather, Percy",_People
18616734,"Pennefather-Evans, J. P.",_People,UF,18616735,J. P. Pennefather-Evans,_People
18616734,"Pennefather-Evans, J. P.",_People,UF,18616736,John P. Pennefather-Evans,_People
18518896,"Pennefather, Lancelot Maurice",_People,UF,18557359,L. M. Pennefather,_People
18518896,"Pennefather, Lancelot Maurice",_People,UF,18556591,Lancelot Maurice Pennefather,_People
18518896,"Pennefather, Lancelot Maurice",_People,RT,18583194,"Pennefather, Alice",_People
18518896,"Pennefather, Lancelot Maurice",_People,RT,18578431,"Pennefather, Annabel",_People
18518896,"Pennefather, Lancelot Maurice",_People,RT,18583197,"Pennefather, Percy",_People
18583197,"Pennefather, Percy",_People,UF,18583199,Percy Milton Pennefather,_People
18583197,"Pennefather, Percy",_People,UF,18583198,Percy Pennefather,_People
18583197,"Pennefather, Percy",_People,RT,18583194,"Pennefather, Alice",_People
18583197,"Pennefather, Percy",_People,RT,18578431,"Pennefather, Annabel",_People
18583197,"Pennefather, Percy",_People,RT,18518896,"Pennefather, Lancelot Maurice",_People
18540043,Pentecost Methodist Church,_Organisations,na,na,na,na
18577139,Pentecost Methodist Church (Place),_GeoBuildings,na,na,na,na
18590418,People Like Us (Singapore),_Organisations,na,na,na,na
18540044,People's Action Party (Singapore),_Organisations,UF,18545002,PAP,_Organisations
18540044,People's Action Party (Singapore),_Organisations,UF,18610526,People's Action Party,_Organisations
18590309,People's Action Party (Singapore). Malay Bureau,_Organisations,UF,18590313,Malay Affairs Bureau,_Organisations
18590309,People's Action Party (Singapore). Malay Bureau,_Organisations,UF,18590312,Malay Bureau,_Organisations
18339046,People's Association,_Organisations,UF,18339377,PA,_Organisations
18339046,People's Association,_Organisations,NT,18548432,Central Singapore Community Development Council,_Organisations
18339046,People's Association,_Organisations,NT,18532902,National Community Leadership Institute,_Organisations
18339046,People's Association,_Organisations,NT,18532904,National Community Leadership Training Institute,_Organisations
18339046,People's Association,_Organisations,NT,18532906,National Youth Leadership Training Institute,_Organisations
18339046,People's Association,_Organisations,NT,18548434,North East Community Development Council (Singapore),_Organisations
18339046,People's Association,_Organisations,NT,18538278,North West Community Development Council (Singapore),_Organisations
18339046,People's Association,_Organisations,NT,18548435,South West Community Development Council (Singapore),_Organisations
18339046,People's Association,_Organisations,BT,18540994,"Singapore. Ministry of Culture, Community and Youth",_Organisations
18339046,People's Association,_Organisations,RT,18597116,Tamils Representative Council,_Organisations
18588124,People's Association Adventure Club,_Organisations,Successor,18588125,People’s Association Water-Venture,_Organisations
18594526,People's Association Headquarters,_GeoBuildings,na,na,na,na
18590419,People's Association Talents,_Organisations,UF,18590420,PA Talents,_Organisations
18588125,People’s Association Water-Venture,_Organisations,Predecessor,18588124,People's Association Adventure Club,_Organisations
18338924,People's Buddhism Study Society,_Organisations,na,na,na,na
18546629,People’s Defence Force,_Organisations,UF,18546710,PDF,_Organisations
18546629,People’s Defence Force,_Organisations,Predecessor,18546627,Singapore. Volunteer Corps,_Organisations
18533407,People's Liberal Democratic Party,_Organisations,UF,18533409,PLDP,_Organisations
18343406,People's Park,_Geographics,UF,18596062,People's Park Sub Zone,_Geographics
18343406,People's Park,_Geographics,UF,18343918,People's Park Subzone,_Geographics
18343406,People's Park,_Geographics,NT,18346137,Eu Tong Sen Street,_Geographics
18343406,People's Park,_Geographics,NT,18346138,Outram Park,_Geographics
18343406,People's Park,_Geographics,NT,18346139,Outram Road,_Geographics
18343406,People's Park,_Geographics,BT,18343178,Outram,_Geographics
18545964,People's Park Centre,_GeoBuildings,na,na,na,na
18532137,People's Park Complex,_GeoBuildings,na,na,na,na
18606060,People's Park Food Centre,_GeoBuildings,UF,18606061,People's Park Complex Food Center,_GeoBuildings
18606060,People's Park Food Centre,_GeoBuildings,UF,18606062,People's Park Hawker Centre,_GeoBuildings
18347311,Pepys Road,_Geographics,BT,18343396,Pasir Panjang 2,_Geographics
18544423,"Peralta, Paul G.",_People,UF,18603801,Pablo Gat Peralta,_People
18544423,"Peralta, Paul G.",_People,UF,18553539,Paul G. Peralta,_People
18544423,"Peralta, Paul G.",_People,UF,18553540,Paul Gat Peralta,_People
18532925,The Peranakan Association Singapore,_Organisations,UF,18548530,The Peranakan Association,_Organisations
18532925,The Peranakan Association Singapore,_Organisations,UF,18605292,"Peranakan Association, Singapore",_Organisations
18532925,The Peranakan Association Singapore,_Organisations,Predecessor,18532924,Singapore Chinese Peranakan Association,_Organisations
18503276,Peranakan Museum (Place),_GeoBuildings,UF,18341961,Former Tao Nan School,_GeoBuildings
18503276,Peranakan Museum (Place),_GeoBuildings,RT,18341962,Asian Civilisations Museum (Place),_GeoBuildings
18561340,Peranakan Place,_GeoBuildings,BT,18348435,Emerald Hill Conservation Area,_Geographics
18556749,"Percival, Arthur Ernest",_People,UF,18556754,Arthur Ernest Percival,_People
18556749,"Percival, Arthur Ernest",_People,UF,18560535,"Percival, Arthur Ernest, 1887-1966",_People
18338743,Perdaus,_Organisations,UF,18538912,Adult Religious Students Association Singapore,_Organisations
18338743,Perdaus,_Organisations,UF,18545026,Association of Adults Religious Class Student of Singapore,_Organisations
18338743,Perdaus,_Organisations,UF,18545025,Pelajar-Pelajar Agama Dewasa Singapura,_Organisations
18338743,Perdaus,_Organisations,UF,18548531,PERDAUS (Organization),_Organisations
18338743,Perdaus,_Organisations,UF,18540049,"Persatuan Pelajar-Pelajar Agama Dewasa, Singapura",_Organisations
18584615,"Pereira, Joan",_People,UF,18584616,Joan Pereira,_People
18585894,"Pereira, Quentin",_People,UF,18585895,Quentin Pereira,_People
18585894,"Pereira, Quentin",_People,UF,18585896,Skinny Chef,_People
18584625,"Perera, Leon",_People,UF,18584626,Leon Perera,_People
18612497,Perfumes of Singapore (Firm),_Organisations,na,na,na,na
18590422,Pergas (Association),_Organisations,UF,18619699,PERGAS (Organization),_Organisations
18590422,Pergas (Association),_Organisations,UF,18590423,Singapore Islamic Scholars and Religious Teachers Association,_Organisations
18559997,Perkamus (Association),_Organisations,UF,18559998,Persatuan Karyawan Muzik Melayu Singapura,_Organisations
18559997,Perkamus (Association),_Organisations,UF,18560003,Singapore Association of Malay Singers and Music Professionals,_Organisations
18559997,Perkamus (Association),_Organisations,UF,18560002,"Society of Singers, Musicians and Professionals of the Malay Industry in Singapore",_Organisations
18556267,"Perreau, Phyllis Clara",_People,UF,18556270,Mrs Phyllis Clara Perreau,_People
18598578,Persatuan Bawean Association,_Organisations,Successor,18540045,Persatuan Bawean Singapura (Association),_Organisations
18540045,Persatuan Bawean Singapura (Association),_Organisations,UF,18598553,Singapore Bawean Association,_Organisations
18540045,Persatuan Bawean Singapura (Association),_Organisations,UF,18598550,Singapore Baweanese Association,_Organisations
18540045,Persatuan Bawean Singapura (Association),_Organisations,Predecessor,18598578,Persatuan Bawean Association,_Organisations
18540046,Persatuan Hadrah Kompang Singapura (Association),_Organisations,UF,18603811,Singapore Hadrah and Kompang Association,_Organisations
18540047,Persatuan Islam dan Pencak Silat Singapura (Association),_Organisations,na,na,na,na
18533423,Persatuan Melayu Singapura (Association),_Organisations,UF,18533431,PEMAS,_Organisations
18533423,Persatuan Melayu Singapura (Association),_Organisations,UF,18607413,Singapore Malays Association,_Organisations
18533423,Persatuan Melayu Singapura (Association),_Organisations,RT,18533458,United People's Front,_Organisations
18338703,Persatuan Pemudi Islam Singapura (Association),_Organisations,UF,18531592,PPIS,_Organisations
18338703,Persatuan Pemudi Islam Singapura (Association),_Organisations,UF,18531850,Singapore Muslim Women's Association,_Organisations
18338703,Persatuan Pemudi Islam Singapura (Association),_Organisations,UF,18531849,Young Women Muslim Association,_Organisations
18338703,Persatuan Pemudi Islam Singapura (Association),_Organisations,UF,18545907,YWMA,_Organisations
18531201,Persatuan Perpustakaan Singapura (Association),_Organisations,Successor,18339202,Library Association of Singapore,_Organisations
18540050,Persatuan Persuratan Pemuda Pemudi Melayu (Association),_Organisations,UF,18556899,4PM,_Organisations
18540050,Persatuan Persuratan Pemuda Pemudi Melayu (Association),_Organisations,UF,18539595,Malay Youth Literary Association,_Organisations
18531281,Persekutuan Sepaktakraw Amateur Singapura (Association),_Organisations,UF,18584296,Persekutuan Amatur Sepaktakraw Singapura,_Organisations
18531281,Persekutuan Sepaktakraw Amateur Singapura (Association),_Organisations,UF,18584292,Singapore Amateur Sepaktakraw Association,_Organisations
18531281,Persekutuan Sepaktakraw Amateur Singapura (Association),_Organisations,Successor,18339360,Singapore Sepaktakraw Federation,_Organisations
18531281,Persekutuan Sepaktakraw Amateur Singapura (Association),_Organisations,Predecessor,18531280,Singapore Sepak Raga Federation,_Organisations
18338917,Persekutuan Seruan Islam Singapura (Association),_Organisations,UF,18530952,Jamiyah Singapore,_Organisations
18338917,Persekutuan Seruan Islam Singapura (Association),_Organisations,UF,18547810,Muslim Missionary Society Singapore,_Organisations
18548200,Personal Data Protection Commission (Singapore),_Organisations,BT,18579816,Singapore. Info-communications Media Development Authority,_Organisations
18545027,PERTAPIS (Association),_Organisations,UF,18545029,Islamic Theological Association of Singapore,_Organisations
18545027,PERTAPIS (Association),_Organisations,UF,18545028,Persatuan Taman Pengajian Islam,_Organisations
18555779,"Perumal, Sundarajulu Lakshmana",_People,UF,18555780,Sundarajulu Lakshmana Perumal,_People
18563803,"Perumbulavil, Vilasini",_People,UF,18563805,Mrs Vilasini Perumbulavil,_People
